Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
401,"Blade Cluster BL-20P, Pentium4 Xeon 3.2 GHz,                 HPE                Gaming Company (B)China",860,3.08,5.5,
402,"Blade Cluster BL-20P, Pentium4 Xeon 3.2 GHz, GigEthernet,                 HPE                Gaming Company (B)China",860,3.08,5.5,
403,"Altix 4700 1.6 GHz,                 HPE                SGIUnited States",512,3.07,3.28,
404,"eServer p5 570 POWER5 1.9 GHz, GigEth,                 IBM                Manufacturer (G)United States",720,3.07,5.47,
405,"Nankai Star - xSeries Xeon 2.4 GHz, Myrinet,                 IBM                Korea Institute of Science and TechnologySouth Korea",1024,3.07,4.92,
406,"Ms - PowerEdge 750, P4 3.2 GHz, GigE,                 DELL EMC                University of SherbrookeCanada",872,3.06,5.58,
407,"SuperDome 1.1 GHz/HyperPlex,                 HPE                SberBankRussia",1312,3.06,5.77,
408,"Cray XD1, 2.2 GHz,                 Cray/HPE                Naval Research Laboratory (NRL)United States",864,3.04,3.8,
409,"BladeCenter HS20 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Digital Content ProviderAustralia",784,3.03,5.02,128
410,"xSeries Cluster Xeon 3.06 GHz - Gig-E,                 IBM                Semiconductor Company (E)United States",800,3.0,4.9,
411,"Cray XD1, 2.2 GHz,                 Cray/HPE                Sony. System Technologies LaboratoryJapan",825,3.0,3.63,
412,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                Barcelona Supercomputing CenterSpain",512,2.99,4.51,
413,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                IAC - BSCSpain",512,2.99,4.51,
414,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                New York UniversityUnited States",512,2.99,4.51,
415,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                Universidad de Cantabria - SSCSpain",512,2.99,4.51,
416,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                Universidad de Malaga - BSCSpain",512,2.99,4.51,
417,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                Universidad de Zaragoza - BSCSpain",512,2.99,4.51,
418,"bw7 - Cluster Platform 3000 DL140G3 Xeon 3.06 GHz GigEthernet,                 HPE                Petróleo Brasileiro S.ABrazil",1008,2.99,6.17,
419,"GatorRack - Rackable Foundation C1001, Opteron Dual-Core 2.2GHz, InfiniBand,                 Rackable Systems                University of FloridaUnited States",832,2.97,3.66,
420,"Integrity Superdome, Itanium2 1.5 GHz, HyperPlex,                 HPE                AmdocsUnited States",662,2.96,3.97,
421,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                Geoscience (H)India",1200,2.96,5.28,73
422,"Blade Cluster BL-25P, Opteron 2.4 GHz, GigEthernet,                 HPE                HSBC (Hongkong Shanghai Banking Corporation)France",1100,2.95,5.28,
423,"SuperDome 1.1 GHz/HyperPlex,                 HPE                Digital China Ltd.China",1236,2.94,5.44,
424,"Cray X1,                 Cray/HPE                GovernmentUnited States",252,2.93,3.23,
425,"Integrity Superdome, Itanium2 1.5 GHz, HyperPlex,                 HPE                Techmex Far East Pte. Ltd.Singapore",656,2.93,3.94,
426,"xSeries Xeon 3.06 GHz - Gig-E,                 IBM                Semiconductor Company (C)United States",780,2.93,4.77,
427,"SX8/192M24,                 NEC                Central Research Institute of Electric Power Industry/CRIEPIJapan",192,2.91,3.07,
428,"Blade Cluster BL-20P, Pentium4 Xeon 3.4 GHz, GigEthernet,                 HPE                Petro ChinaChina",792,2.91,5.39,
429,"SGI Altix 3700 Bx2, 1.5 GHz, NUMAlink, GigEth,                 HPE                University of Tokyo/Institute for Solid State PhysicsJapan",1280,2.89,7.68,
430,"ICC1 - Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet,                 HPE                Sandia National LaboratoriesUnited States",1024,2.88,5.73,
431,"ICC1 - Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet,                 HPE                Sandia National LaboratoriesUnited States",1024,2.88,5.73,
432,"Cluster Platform 3000 DL360G3 Xeon 2.8 GHz GigEthernet,                 HPE                Government ClassifiedUnited States",1024,2.88,5.73,
433,"BladeCenter LS20, Opteron 2.2 GHz Dual core, Infiniband,                 IBM                CINECAItaly",1064,2.87,4.68,65
434,"BladeCenter HS20 Cluster, Xeon EM64T 3.6 GHz - Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",736,2.87,5.3,120
435,"BladeCenter HS20 Cluster, Xeon EM64T 3.2 GHz, Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",736,2.87,4.71,120
436,"Cluster Platform 6000 rx1620, Itanium2 1.6 GHz, Quadrics,                 HPE                GovernmentUnited States",504,2.87,3.23,
437,"SGI Altix 3700 Bx2, 1.5 GHz, Numalink,                 HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",512,2.87,3.07,
438,"SGI Altix 3700 Bx2, 1.5 GHz, Numalink,                 HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",512,2.87,3.07,
439,"SGI Altix 3700 Bx2, 1.5 GHz, Numalink,                 HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",512,2.87,3.07,
