Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
201,"TachyonII - Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition,                 Oracle                KISTI Supercomputing CenterSouth Korea",26232,274.8,307.44,1275
202,"TEIDE-HPC - Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR,                 Fujitsu                Instituto Tecnológico y de Energías Renovables S.A.Spain",16384,273.97,340.79,312
203,"Todi - Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler,                 Cray/HPE                Swiss National Supercomputing Centre (CSCS)Switzerland",8160,273.7,392.88,129
204,"Laure - SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR,                 HPE                TOTALUnited States",13824,271.75,287.54,319
205,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR,                 HPE                Manufacturing CompanyUnited States",15360,271.25,319.49,
206,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2673v2 8C 3.3GHz, 10G Ethernet,                 HPE                Network CompanyIndia",14720,271.01,388.61,
207,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.7GHz, Infiniband FDR,                 IBM/Lenovo                ElectronicsUnited States",13696,269.27,295.83,381
208,"Dark Sand - Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR,                 Cray/HPE                Sandia National LaboratoriesUnited States",14720,268.1,306.18,389
209,"Dark Bridge - Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR,                 Cray/HPE                Sandia National LaboratoriesUnited States",14720,268.1,306.18,389
210,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet,                 HPE                Cerner Corp.United States",25856,266.94,413.7,
211,"Zeus - Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090,                 HPE                CyfronetPoland",25468,266.94,373.89,
212,"Cluster Platform SL230s/SL250s, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet,                 HPE                RetailUnited States",19584,266.42,391.68,
213,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet,                 HPE                IT Service Provider (D)United States",18440,263.17,383.55,
214,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet,                 HPE                IT Service Provider (C)Canada",18432,263.06,383.39,
215,"SRD CAE - Cluster Platform SL230s Gen8, Intel Xeon E5-2637v2/E5-2643v2/E5-2667v2 3.5/3.3GHz, 10G Ethernet,                 HPE                Manufacturing CompanySouth Korea",21016,262.92,582.74,
216,"GPC - xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband,                 IBM/Lenovo                SciNet/University of Toronto/Compute CanadaCanada",30912,261.63,312.83,1030
217,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet,                 HPE                IT Service Provider (B)United States",29064,259.3,534.78,
218,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet,                 HPE                Web Content ProviderUnited States",33920,257.88,542.72,
219,"Cluster Platform SL210t, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet,                 HPE                IT ProviderIndia",17920,256.33,372.74,
220,"EOS - Bullx DLC B710 Blades, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR,                 Atos                CALMIP / University of ToulouseFrance",12240,255.08,274.18,192
221,"romeo - Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x,                 Atos                ROMEO HPC Center - Champagne-ArdenneFrance",5720,254.9,384.12,81
222,"Shadow - Cray CS300-LC, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 5110P,                 Cray/HPE                Mississippi State UniversityUnited States",17920,254.33,315.9,102
223,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet,                 HPE                Mobile Network ProviderUnited States",19968,254.22,415.33,
224,"Plasma Simulator - Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect,                 Hitachi                National Institute for Fusion Science (NIFS)Japan",10304,253.0,316.21,708
225,"Lonestar 4 - Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR,                 DELL EMC                Texas Advanced Computing Center/Univ. of TexasUnited States",22656,251.8,301.78,
