Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
201,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Geoscience (D)Mexico",706,2.03,3.95,
202,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Geoscience (D)Mexico",706,2.03,3.95,
203,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Geoscience (D)Mexico",706,2.03,3.95,
204,"BladeCenter Xeon 2.8 GHz, Gig-Ethernet,                 IBM                UBS WarburgUnited Kingdom",650,2.03,3.64,
205,"xSeries Xeon 2.8 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",608,2.02,3.4,
206,"xSeries Xeon 2.8 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",608,2.02,3.4,
207,"SX8/128M16,                 NEC                United Kingdom Meteorological OfficeUnited Kingdom",128,2.02,2.05,
208,"Joplin - PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - Myrinet,                 DELL EMC                University at Buffalo, SUNY, Center for Computational Res.United States",600,2.0,2.88,
209,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",602,2.0,3.37,
210,"BladeCenter HS20 Xeon 3.06 GHz, Gig-Ethernet,                 IBM                Bank (H)Germany",532,2.0,3.26,
211,"AIST Super Cluster F-32, Xeon 3.06 GHz, GigE,                 Linux Networx                Grid Technology Research Center, AISTJapan",512,2.0,3.13,
212,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Semiconductor Company (D)Israel",600,1.99,3.36,
213,"Arminius - hpcLine, Xeon EM64T 3.2 GHz, Infiniband,                 Fujitsu-Siemens                Universitaet Paderborn - PC2Germany",400,1.98,2.56,
214,"Cluster Platform 3000 DL360G3 Xeon 3.2 GHz, GigEthernet,                 HPE                Energy Company (A)Italy",516,1.95,3.3,
215,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",580,1.93,3.25,
216,"trindade - BladeCenter HS20 Cluster, Xeon 3.2 GHz, GigEthernet,                 IBM                Petroleum Company (E)Brazil",512,1.92,3.28,83
217,"BladeCenter Xeon 3.06 GHz, Gig-Ethernet,                 IBM                Petroleum Company (D)China",512,1.92,3.13,
218,"xSeries Xeon 3.06 GHz - Gig-E,                 IBM                Petroleum Geo-ServicesUnited States",512,1.92,3.13,
219,"BladeCenter HS20 Xeon 3.06 GHz, Gig-Ethernet,                 IBM                UBS WarburgUnited Kingdom",512,1.92,3.13,
220,"eServer pSeries 655 (1.5 GHz Power4+),                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",512,1.92,3.07,
221,"eServer pSeries p5 575 1.9 GHz,                 IBM                AnonymousGermany",288,1.91,2.19,47
222,"Cray X1E,                 Cray/HPE                GovernmentSouth Korea",124,1.91,2.24,
223,"Cluster Platform 6000 rx2600 Itanium2 1.5 GHz, Quadrics,                 HPE                National Center for High Performance ComputingTaiwan",384,1.89,2.3,
224,"Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (E)United States",500,1.88,3.06,
225,"Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (E)United States",500,1.88,3.06,
226,"Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (E)United States",500,1.88,3.06,
227,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
228,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
229,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
230,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
231,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
232,"Blade Cluster BL-20P, Pentium4 Xeon 3.06 GHz,                 HPE                Digital Media Company (D)United States",600,1.87,3.67,
