Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
301,"PRIMERGY RX200S5 Cluster, Xeon X5570 2.93GHz, Infiniband QDR,                 Fujitsu                The Institute of Statistical MathematicsJapan",2880,31.18,33.75,
302,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband,                 IBM                ClassifiedUnited Kingdom",3184,31.15,33.95,150
303,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband,                 IBM                ClassifiedUnited Kingdom",3184,31.15,33.95,150
304,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",4864,31.13,58.37,
305,"Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE,                 HPE                Computacenter (UK) LTDUnited Kingdom",5856,31.11,58.56,
306,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, GigE,                 HPE                QXL Poland SP ZOOPoland",5856,31.11,58.56,
307,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                LogisticsGermany",5384,31.08,54.49,170
308,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                LogisticsGermany",5384,31.08,54.49,170
309,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                Network CompanyChina",5376,31.03,54.41,212
310,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                Network CompanyChina",5376,31.03,54.41,212
311,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                Network CompanyChina",5376,31.03,54.41,212
312,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                Network CompanyChina",5376,31.03,54.41,212
313,"Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE,                 HPE                Logistic ServicesChina",5840,31.03,58.4,
314,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, GigE,                 HPE                Financial Institution (U2)United States",4960,30.99,58.13,
315,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet 1,                 HPE                IT Service ProviderUnited States",4832,30.93,57.98,
316,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet 1,                 HPE                Semiconductor Company (P)United States",4832,30.93,57.98,
