Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
1,"BlueGene/L - eServer Blue Gene Solution,                 IBM                DOE/NNSA/LLNLUnited States",65536,136.8,183.5,716
2,"BGW - eServer Blue Gene Solution,                 IBM                IBM Thomas J. Watson Research CenterUnited States",40960,91.29,114.69,448
3,"Columbia - SGI Altix 1.5 GHz, Voltaire Infiniband,                 HPE                NASA/Ames Research Center/NASUnited States",10160,51.87,60.96,
4,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35.86,40.96,3200
5,"MareNostrum - JS20 Cluster, PPC 970, 2.2 GHz, Myrinet,                 IBM                Barcelona Supercomputing CenterSpain",4800,27.91,42.14,
6,"Stella - eServer Blue Gene Solution,                 IBM                ASTRON/University GroningenNetherlands",12288,27.45,34.41,134
7,"Thunder - Intel Itanium2 Tiger4  1.4GHz - Quadrics,                 California Digital Corporation                Lawrence Livermore National LaboratoryUnited States",4096,19.94,22.94,
8,"Blue Protein - eServer Blue Gene Solution,                 IBM                Computational Biology Research Center, AISTJapan",8192,18.2,22.94,89
9,"eServer Blue Gene Solution,                 IBM                Ecole Polytechnique Federale de LausanneSwitzerland",8192,18.2,22.94,89
10,"Red Storm, Cray XT3, 2.0 GHz,                 Cray/HPE                Sandia National LaboratoriesUnited States",5000,15.25,20.0,
11,"Cray XT3, 2.4 GHz,                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",3748,14.17,17.99,
12,"ASCI Q - AlphaServer SC45, 1.25 GHz,                 HPE                Los Alamos National LaboratoryUnited States",8192,13.88,20.48,
13,"eServer pSeries p5 575 1.9 GHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",2048,13.09,15.56,334
14,"System X - 1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,                 Self-made                Virginia TechUnited States",2200,12.25,20.24,
15,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Air Force Research LaboratoryUnited States",2048,11.81,13.11,
16,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Japan Atomic Energy Research InstituteJapan",2048,11.81,13.11,
17,"BlueGene/L DD1 Prototype (0.5GHz PowerPC 440 w/Custom),                 IBM/ LLNL                IBM RochesterUnited States",8192,11.68,16.38,
18,"eServer pSeries 655 (1.7 GHz Power4+),                 IBM                China Meteorological AdministrationChina",3200,10.31,21.76,
19,"eServer pSeries 655 (1.7 GHz Power4+),                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",2944,10.31,20.02,
20,"Tungsten - PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet,                 DELL EMC                NCSAUnited States",2500,9.82,15.3,
21,"eServer Blue Gene Solution,                 IBM                IBM - Almaden Research CenterUnited States",4096,9.36,11.47,44
22,"eServer Blue Gene Solution,                 IBM                IBM - Deep Computing Capacity on Demand CenterUnited States",4096,9.36,11.47,44
23,"eServer Blue Gene Solution,                 IBM/ LLNL                IBM Thomas J. Watson Research CenterUnited States",4096,9.36,11.47,44
24,"eServer pSeries 690 (1.9 GHz Power4+),                 IBM                ECMWFUnited Kingdom",2176,9.24,16.54,
25,"eServer pSeries 690 (1.9 GHz Power4+),                 IBM                ECMWFUnited Kingdom",2176,9.24,16.54,
26,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                National Computational Infrastructure (NCI Australia)Australia",1536,8.97,9.83,
27,"SX8/576M72,                 NEC                HWW/Universitaet StuttgartGermany",576,8.92,9.22,
28,"John Von Neumann - LNX Cluster, Xeon 3.4 GHz, Myrinet,                 Linux Networx                US Army Research Laboratory (ARL)United States",2048,8.77,13.93,
29,"RIKEN Super Combined Cluster,                 Fujitsu                Institute of Physical and Chemical Research (RIKEN)Japan",2048,8.73,12.53,
30,"Mpp2 - Cluster Platform 6000 rx2600 Itanium2 1.5 GHz, Quadrics,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",1936,8.63,11.62,
31,"Dawning 4000A, Opteron 2.2 GHz, Myrinet,                 Dawning                Shanghai Supercomputer CenterChina",2560,8.06,11.26,
32,"Lightning - Opteron 2 GHz, Myrinet,                 Linux Networx                Los Alamos National LaboratoryUnited States",2816,8.05,11.26,
33,"BigBen - Cray XT3, 2.4 GHz,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",2060,7.94,9.89,
34,"MCR Linux Cluster Xeon 2.4 GHz - Quadrics,                 Linux Networx/Quadrics                Lawrence Livermore National LaboratoryUnited States",2304,7.63,11.06,
35,"ASCI White, SP Power3 375 MHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",8192,7.3,12.29,
36,"Seaborg - SP Power3 375 MHz 16 way,                 IBM                DOE/SC/LBNL/NERSCUnited States",6656,7.3,9.98,
