Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
201,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9960,56.12,100.8,302
202,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9960,56.12,100.8,302
203,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9960,56.12,100.8,302
204,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.26 Ghz, GigE,                 IBM                Service ProviderJapan",11640,55.94,105.55,510
205,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE,                 HPE                IT Service ProviderUnited States",9072,55.8,106.32,
206,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE,                 HPE                IT Service ProviderUnited States",9072,55.8,106.32,
207,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband,                 IBM                GeoscienceUnited States",6048,55.73,67.74,212
208,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband,                 IBM                GeoscienceUnited States",6048,55.73,67.74,212
209,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband,                 IBM                GeoscienceUnited States",6048,55.73,67.74,212
210,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband,                 IBM                GeoscienceUnited States",6048,55.73,67.74,212
211,"Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE,                 HPE                IT Services Provider (D)United States",10014,55.72,106.55,
212,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband,                 IBM                ClassifiedUnited Kingdom",5880,55.66,62.56,157
213,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband,                 IBM                ClassifiedUnited Kingdom",5880,55.66,62.56,157
214,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband,                 IBM                ClassifiedUnited Kingdom",5880,55.66,62.56,157
215,"HP DL180 Cluster G6, Xeon E5620 2.4 GHz, GigE,                 HPE                Social NW ProviderUnited States",11120,55.59,106.75,
216,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband,                 IBM                Digital MediaUnited States",6752,55.57,61.23,188
217,"HP DL160 Cluster G6, Xeon E5640 2.53 GHz, GigE,                 HPE                Web Content ProviderUnited States",10480,55.37,106.06,
218,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE,                 HPE                Web Company (F)United States",9918,55.21,105.53,
219,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE,                 HPE                Web Company (F)United States",9918,55.21,105.53,
220,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE,                 HPE                Web Company (F)United States",9918,55.21,105.53,
221,"Power 575, p6 4.7 GHz, Infiniband,                 IBM                Indian Institute of Tropical MeteorologyIndia",3744,55.11,70.39,598
222,"HP DL160 Cluster G6, Xeon E5620 2.4 GHz, GigE,                 HPE                Web Content ProviderUnited States",11012,55.08,105.72,
223,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE,                 HPE                Web Company (F)United States",10416,55.04,105.41,
224,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE,                 HPE                Web Company (F)United States",10416,55.04,105.41,
225,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Service ProviderJapan",9732,54.84,98.49,295
226,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Service ProviderJapan",9732,54.84,98.49,295
227,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Service ProviderJapan",9732,54.84,98.49,295
228,"Cluster Platform SL165z G7, Opteron 6174 2.2 Ghz, Infiniband,                 HPE                Web Content Provider(P)Germany",12000,54.81,105.6,
229,"Cluster Platform 4000 BL685c G7, Opteron 12C 2.1 Ghz, GigE,                 HPE                IT Service ProviderUnited Kingdom",12552,54.61,105.44,
230,"SHIROKANE - SunBlade x6250, Xeon E5450 3GHz, Infiniband,                 Oracle                University of Tokyo/Human Genome Center, Institute of Medical ScienceJapan",5760,54.21,69.12,
231,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE,                 HPE                Web Company (F)United States",10240,54.15,103.63,
232,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE,                 HPE                Web Company (F)United States",10240,54.15,103.63,
233,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE,                 HPE                Web Company (F)United States",10240,54.15,103.63,
234,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE,                 IBM                Financial Institution (P)United Kingdom",9480,53.42,100.87,248
235,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE,                 IBM                Financial Institution (P)United Kingdom",9480,53.42,100.87,248
236,"SGI Altix ICE 8200EX, Xeon X5560 2.8 GHz/X5675 3.06 GHz, Infiniband,                 HPE                ONERAFrance",4992,53.3,57.91,
237,"Tuna - Cray XT6 12-Core 2.0/2.1/2.2 GHz,                 Cray/HPE                Cray Inc.United States",8352,53.18,69.43,155
238,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9420,53.08,95.33,286
239,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9420,53.08,95.33,286
240,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9420,53.08,95.33,286
241,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE,                 IBM                Internet Service (B)China",9420,53.08,95.33,286
