Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
301,"HP ProLiant SL390s G7 Xeon 6C X5680 3.3 Ghz, GigE,                 HPE                IT Service ProviderUnited States",7236,50.94,96.38,
302,"HP ProLiant SL390s G7 Xeon 6C X5680 3.3 Ghz, GigE,                 HPE                IT Service ProviderUnited States",7236,50.94,96.38,
303,"HP ProLiant SL390s G7 Xeon 6C X5680 3.3 Ghz, GigE,                 HPE                IT Service ProviderUnited States",7236,50.94,96.38,
304,"Power 575, p6 4.7 GHz, Infiniband,                 IBM                SARA (Stichting Academisch Rekencentrum)Netherlands",3456,50.92,64.97,552
305,"Baku - NEC HPC 140Rb-1 Cluster, Xeon X5560 2.8Ghz, Infiniband,                 NEC                HWW/Universitaet StuttgartGermany",5376,50.79,60.21,186
306,"Cluster Platform 4000 BL685c G7, Opteron 12C 2.1 Ghz, GigE,                 HPE                Actebis Peacock GmbHGermany",11616,50.72,97.57,
307,"HP DL160 Cluster G6, Xeon X5650 2.66 GHz, GigE,                 HPE                IT Provider (P)United States",9048,50.53,96.27,
308,"T2K Open Supercomputer/Kyodai - Fujitsu Cluster HX600, Opteron Quad Core, 2.3 GHz, Infiniband,                 Fujitsu                Kyoto UniversityJapan",6656,50.51,61.23,
309,"Endeavor - Intel Cluster, Xeon X5560 2.8 GHz, Xeon X5670 2.93 Ghz, Infiniband,                 Intel                IntelUnited States",4824,50.37,56.23,
310,"HP DL160 Cluster G6, Xeon E5620 2.4 GHz, GigE,                 HPE                Web Content ProviderUnited States",10000,50.21,96.0,
311,"PRIMERGY RX200 S6, Xeon X5670 2.93 GHz, Infiniband QDR,                 Fujitsu                Kyushu UniversityJapan",4704,50.19,55.13,
312,"Cluster Platform 3000 BL460c G6, Xeon X5550 2.66 GHz, GigE,                 HPE                IT Services Provider (D)United States",8900,49.73,94.7,
313,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.26 GHz, Infiniband,                 IBM                Lockheed MartinUnited States",6032,49.65,54.53,167
314,"SOLAR - Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR,                 Oracle                Bureau of Meteorology / CSIRO HPCCCAustralia",4600,49.59,53.91,220
315,"Schrdinger Cluster - Sun Blade x6275, Xeon X55xx 2.8 Ghz, Infiniband QDR,                 Oracle                University of ZuerichSwitzerland",4600,49.59,51.52,218
316,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet,                 IBM                Information ServiceFrance",8752,49.51,88.57,
317,"BladeCenter HS22 Cluster, Xeon X56xx 2.53 GHz, GigEthernet,                 IBM                GovernmentRussia",8772,49.43,88.77,224
318,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE,                 HPE                IT Service ProviderUnited States",7962,49.18,93.31,
