Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9632,2379.0,3207.0,
2,"ASCI Blue-Pacific SST, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",5808,2144.0,3856.5,
3,"ASCI Blue Mountain,                 HPE                Los Alamos National LaboratoryUnited States",6144,1608.0,3072.0,
4,"T3E1200,                 Cray/HPE                GovernmentUnited States",1084,891.0,1300.8,
5,"SR8000/128,                 Hitachi                University of TokyoJapan",128,873.0,1024.0,
6,"T3E900,                 Cray/HPE                GovernmentUnited States",1324,815.0,1191.6,
7,"ORIGIN 2000 250 MHz,                 HPE                Los Alamos National Laboratory/ACLUnited States",2048,690.9,1024.0,
8,"T3E900,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",1084,675.0,975.6,
9,"T3E1200,                 Cray/HPE                Deutscher WetterdienstGermany",812,671.0,974.4,
10,"SP Power3 222 MHz,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",960,558.1,852.4,
11,"T3E900,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",876,552.0,788.4,
12,"SP PC604e 332 MHz,                 IBM                Charles SchwabUnited States",2000,547.0,1328.0,
13,"T3E1200,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",636,526.0,763.2,
14,"T3E1200,                 Cray/HPE                CSAR at the University of ManchesterUnited Kingdom",612,509.0,734.4,
15,"VPP800/63,                 Fujitsu                Kyoto UniversityJapan",63,482.0,504.0,
16,"ASCI Blue-Pacific CTR, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",1344,468.2,892.4,
17,"SR8000/64,                 Hitachi                Tsukuba Advanced Computing Center - TACC/AISTJapan",64,449.0,512.0,
18,"T3E,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",1084,448.6,650.4,
19,"T3E1200,                 Cray/HPE                Cray Inc.United States",540,447.0,648.0,
20,"T3E1200,                 Cray/HPE                ERDC DSRCUnited States",540,447.0,648.0,
21,"T3E1200,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",540,447.0,648.0,
22,"T3E1200,                 Cray/HPE                GovernmentUnited States",540,447.0,648.0,
23,"T3E900,                 Cray/HPE                DOE/SC/LBNL/NERSCUnited States",692,444.0,622.8,
24,"CP-PACS/2048,                 Hitachi/Tsukuba                Center for Computational Sciences, University of TsukubaJapan",2048,368.2,614.4,
25,"T3E,                 Cray/HPE                Max-Planck-Gesellschaft MPI/IPPGermany",812,355.0,487.2,
26,"SP Power3 200 MHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",768,350.4,614.4,
27,"T3E900,                 Cray/HPE                HWW/Universitaet StuttgartGermany",540,341.0,486.0,
28,"T3E900,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",540,341.0,486.0,
29,"T3E1200,                 Cray/HPE                GovernmentUnited States",404,334.0,484.8,
