Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
401,"SP Power3 375 MHz,                 IBM                P&O NedLloydUnited Kingdom",158,162.0,237.0,
402,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Bank of NigeriaNigeria",64,161.9,332.8,
403,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Deutsche BankGermany",64,161.9,332.8,
404,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Lawrence Livermore National LaboratoryUnited States",64,161.9,332.8,
405,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                LufthansaGermany",64,161.9,332.8,
406,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                NASA/Ames Research Center/NASUnited States",64,161.9,332.8,
407,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                SARA/IC3A (Stichting Academisch Rekencentrum)Netherlands",64,161.9,332.8,
408,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Texas Advanced Computing Center/Univ. of TexasUnited States",64,161.9,332.8,
409,"LUFAC Intel Cluster 1.13 GHz,                 Self-made                Instituto Mexicano del PetroleoMexico",252,160.9,284.7,
410,"Dell P4 Cluster 1.7 GHz - Ethernet,                 DELL EMC                Valencia Community CollegeUnited States",145,160.6,493.0,
411,"Pentium 4 Cluster 2.0/1.7 GHz - Giganet,                 Self-made                Honda Research and Development CompanyJapan",98,160.4,388.0,
412,"SP Power3 375 MHz,                 IBM                Support Net IncUnited States",156,160.0,234.0,
413,"SP Power3 375 MHz,                 IBM                UnileverUnited States",156,160.0,234.0,
414,"SuperDome 750 MHz/HyperPlex,                 HPE                CILEAItaly",80,159.7,240.0,
415,"RS1100 AMD 1.4 GHz - Dolphin,                 Verari Systems                Staag ImagingUnited States",128,158.8,358.4,
416,"ORIGIN 3000 500 MHz,                 HPE                Ford Motor CompanyUnited States",192,158.0,192.0,
417,"ORIGIN 3000 500 MHz,                 HPE                Manufacturing CompanyUnited States",192,158.0,192.0,
