Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
1,"BlueGene/L - eServer Blue Gene Solution,                 IBM                DOE/NNSA/LLNLUnited States",131072,280.6,367.0,1433
2,"BGW - eServer Blue Gene Solution,                 IBM                IBM Thomas J. Watson Research CenterUnited States",40960,91.29,114.69,448
3,"ASC Purple - eServer pSeries p5 575 1.9 GHz,                 IBM                DOE/NNSA/LLNLUnited States",12208,75.76,92.78,1992
4,"Columbia - SGI Altix 1.5 GHz, Voltaire Infiniband,                 HPE                NASA/Ames Research Center/NASUnited States",10160,51.87,60.96,
5,"Tera-10 - NovaScale 5160, Itanium2 1.6 GHz, Quadrics,                 Atos                Commissariat a l'Energie Atomique (CEA)France",8704,42.9,55.71,
6,"Thunderbird - PowerEdge 1850, 3.6 GHz, Infiniband,                 DELL EMC                NNSA/Sandia National LaboratoriesUnited States",9024,38.27,64.97,
7,"TSUBAME Grid Cluster - Sun Fire x4600 Cluster, Opteron 2.4/2.6 GHz, Infiniband,                 NEC/Sun                GSIC Center, Tokyo Institute of TechnologyJapan",10368,38.18,49.87,
8,"JUBL - eServer Blue Gene Solution,                 IBM                Forschungszentrum Juelich (FZJ)Germany",16384,37.33,45.88,179
9,"Red Storm Cray XT3, 2.0 GHz,                 Cray/HPE                Sandia National LaboratoriesUnited States",10880,36.19,43.52,
10,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35.86,40.96,3200
11,"MareNostrum - JS20 Cluster, PPC 970, 2.2 GHz, Myrinet,                 IBM                Barcelona Supercomputing CenterSpain",4800,27.91,42.14,
12,"Stella - eServer Blue Gene Solution,                 IBM                ASTRON/University GroningenNetherlands",12288,27.45,34.41,134
13,"Jaguar - Cray XT3, 2.4 GHz,                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",5200,20.53,24.96,
14,"Thunder - Intel Itanium2 Tiger4  1.4GHz - Quadrics,                 California Digital Corporation                Lawrence Livermore National LaboratoryUnited States",4096,19.94,22.94,
15,"Blue Protein - eServer Blue Gene Solution,                 IBM                Computational Biology Research Center, AISTJapan",8192,18.2,22.94,89
16,"eServer Blue Gene Solution,                 IBM                Ecole Polytechnique Federale de LausanneSwitzerland",8192,18.2,22.94,89
17,"KEK/BG Sakura - eServer Blue Gene Solution,                 IBM                High Energy Accelerator Research Organization /KEKJapan",8192,18.2,22.94,89
18,"KEK/BG MOMO - eServer Blue Gene Solution,                 IBM                High Energy Accelerator Research Organization /KEKJapan",8192,18.2,22.94,89
19,"eServer Blue Gene Solution,                 IBM                IBM Rochester, On Demand Deep Computing CenterUnited States",8192,18.2,22.94,89
20,"Sapphire - Cray XT3, 2.6 GHz,                 Cray/HPE                ERDC DSRCUnited States",4096,16.98,21.3,
21,"MACH5 - Apple XServe, 2.0 GHz, Myrinet,                 Self-made                COLSAUnited States",3072,16.18,24.58,
