Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
401,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                IT Service ProviderUnited States",916,6.72,10.99,
402,"Naos - eServer pSeries p5 575 1.9 GHz,                 IBM                Environment CanadaCanada",1024,6.69,7.78,167
403,"Cluster Platform 4000 BL685c, Opteron DC 2.4GHz, Infiniband,                 HPE                Food IndustryUnited Kingdom",1808,6.68,8.68,
404,"Cluster Platform 4000 BL685c, Opteron DC 2.4GHz, Infiniband,                 HPE                Food IndustryUnited Kingdom",1808,6.68,8.68,
405,"Coyote A - Opteron 2.6 GHz, Infiniband,                 Linux Networx                Los Alamos National LaboratoryUnited States",1620,6.68,8.42,
406,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                Logistic ServicesGermany",1192,6.67,11.11,
407,"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet,                 IBM                Semiconductor Company (K)Malaysia",1352,6.67,14.42,126
408,"BladeCenter LS21, Opteron Dual Core 2.4 GHz, GigEthernet, Windows,                 IBM                Financial Institution (Q)France",3000,6.65,14.4,195
409,"BladeCenter LS21, Opteron Dual Core 2.2 GHz, GigEthernet, Windows,                 IBM                Financial Institution (Q)France",3000,6.65,13.2,195
410,"MVS-15000BM, eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet,                 IBM                Joint Supercomputer CenterRussia",1148,6.65,10.1,
411,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                IT Services Provider (C)United States",1024,6.63,10.92,
412,"Opal - Evolocity II (LS Supersystem) Xeon 51xx 2.66 GHz IB,                 Linux Networx                Fleet Numerical Meteorology and Oceanography CenterUnited States",832,6.62,8.88,
413,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                Merck and CompanyUnited States",2688,6.62,11.83,165
414,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband,                 HPE                Insight DirectUnited States",952,6.6,10.15,
415,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, Infiniband,                 HPE                Insight DirectUnited States",952,6.6,10.15,
416,"xSeries Cluster Xeon 2.4 GHz - Quadrics,                 IBM/Quadrics                Lawrence Livermore National LaboratoryUnited States",1920,6.59,9.22,
417,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                Financial Institution (U2)United States",1016,6.58,10.84,
418,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Semiconductor Company (R)Taiwan",896,6.58,10.75,
419,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet,                 IBM                GovernmentUnited States",1328,6.55,12.39,129
420,"Cluster Platform 3000 BL460c, Xeon 53xx 2.0GHz, GigEthernet,                 HPE                Rearden CommerceUnited States",1384,6.55,11.07,
421,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet,                 IBM                GovernmentUnited States",1324,6.53,12.36,128
422,"xSeries x3650 Cluster Xeon dual core 2.33 GHz, GigEthernet,                 IBM                GovernmentUnited States",1324,6.53,12.36,128
423,"Damiana - NOW Cluster - Intel Xeon 5160, 3 GHz,                 MEGWARE                Max-Planck-Gesellschaft MPI/Albert-Einstein-InstitutGermany",672,6.53,8.06,
424,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet, Windows OS,                 IBM                Mitsubishi UFJ SecuritiesJapan",1760,6.52,21.12,167
425,"Bassi - eServer pSeries p5 575 1.9 GHz,                 IBM                DOE/SC/LBNL/NERSCUnited States",976,6.42,7.42,159
426,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Semiconductor Company (S)Taiwan",868,6.38,10.42,
427,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Semiconductor Company (S)Taiwan",868,6.38,10.42,
428,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (C)Netherlands",864,6.36,10.37,
429,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (C)Netherlands",864,6.36,10.37,
430,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                QXL Poland SP ZOOPoland",1288,6.36,15.46,122
431,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet,                 IBM                Telefonica Servicios MovilesSpain",1288,6.36,12.02,103
432,"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband,                 IBM                Industrial CompanyRussia",672,6.34,8.06,64
433,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Retail (D)United Kingdom",1128,6.32,10.51,
434,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",976,6.32,10.41,
435,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet,                 IBM                HoneywellUnited States",1280,6.32,11.94,102
436,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Financial DCCoD (B)United Kingdom",1280,6.32,15.36,122
437,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Financial DCCoD (B)United Kingdom",1280,6.32,15.36,122
438,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Financial DCCoD (B)United Kingdom",1280,6.32,15.36,122
439,"Explore - SGI Altix 3700 Bx2, 1.5 GHz, NUMAlink, Infiniband,                 HPE                NASA/Goddard Space Flight CenterUnited States",1152,6.31,6.91,
440,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (C)Canada",970,6.3,10.35,
441,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",1120,6.3,10.44,
442,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Semiconductor Company (O)United Kingdom",1120,6.28,10.44,
443,"SR11000-K2,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",50,6.27,7.36,
444,"eServer pSeries p5 575 1.9 GHz,                 IBM                Norwegian University of Science and TechnologyNorway",960,6.27,7.3,156
445,"xSeries x3550 Cluster Xeon, 2.333 GHz, GigEthernet,                 IBM                Financial InstitutionUnited States",1268,6.26,11.83,116
446,"xSeries x3550 Cluster Xeon, 2.333 GHz, GigEthernet,                 IBM                Financial InstitutionUnited States",1268,6.26,11.83,116
447,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                Financial InstitutionSweden",1108,6.24,10.34,
448,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (C)Canada",960,6.24,10.24,
449,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                Consulting Company (B)Netherlands",800,6.24,9.6,
