Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
101,"Finis Terrae - Integrity rx7640/Superdome Itanium2 Cluster,                 HPE                Centro de Supercomp. de GaliciaSpain",2400,12.97,15.36,
102,"eServer pSeries p5 575 1.5 GHz,                 IBM                HPCxUnited Kingdom",2560,12.94,15.36,
103,"Cray XT4, 1.8 GHz,                 Cray/HPE                Cray Inc.United States",4304,12.86,15.49,
104,"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband,                 IBM                University of KentuckyUnited States",1360,12.83,16.32,129
105,"Transtec Xeon Cluster,                 Transtec AG                Scientific Supercomputing Center KarlsruheGermany",1616,12.64,17.19,
106,"eServer pSeries p5 575 1.9 GHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1920,12.54,14.59,313
107,"Marylou4 - PowerEdge 1955, 2.66 GHz, GigEthernet,                 DELL EMC                Brigham Young UniversityUnited States",2520,12.51,26.81,
108,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                Geoscience (E)United States",5000,12.31,22.0,307
109,"System X - 1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,                 Self-made                Virginia TechUnited States",2200,12.25,20.24,
110,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                IT Service Provider (B)United States",1568,12.23,18.82,
111,"Saguaro - PowerEdge 1955, Quad Core 2.66 GHz, Infiniband,                 DELL EMC                Arizona State University HPCI / Translational Genomics Research Institute HPBCUnited States",1760,12.1,18.36,
112,"Altix 4700 1.6 GHz,                 HPE                NASA/Ames Research Center/NASUnited States",2048,12.07,13.11,
113,"Altix 4700 1.6 GHz,                 HPE                Technische Universitaet DresdenGermany",2048,12.07,13.11,
114,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Financial InstitutionUnited Kingdom",1704,11.89,20.45,
115,"Cluster Platform 4000 DL145 Opteron Dual Core 2.6 GHz Infiniband,                 HPE                Scientific Supercomputing Center KarlsruheGermany",3000,11.86,15.6,
116,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Air Force Research LaboratoryUnited States",2048,11.81,13.11,
117,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Japan Atomic Energy Research InstituteJapan",2048,11.81,13.11,
118,"Rainier - PowerEdge 1955, 1.86 GHz, Cisco Infiniband, Windows OS,                 DELL EMC                Microsoft Windows HPC GroupUnited States",2048,11.75,15.24,
119,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",1920,11.7,20.48,
120,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",1888,11.53,20.14,
121,"Huygens - eServer pSeries 575, p5+ 1.9 GHz, Infiniband,                 IBM                SARA (Stichting Academisch Rekencentrum)Netherlands",1920,11.49,14.59,313
122,"Blue Gene/P Solution,                 IBM                Science and Technology Facilities Council - Daresbury LaboratoryUnited Kingdom",4096,11.11,13.93,31
123,"blueice - eServer pSeries p5 575 1.9 GHz,                 IBM                National Center for Atmospheric Research (NCAR)United States",1696,11.08,12.89,276
124,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                Audi AGGermany",1280,11.06,15.36,
125,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet,                 HPE                Bechtle Data AGGermany",1792,11.01,19.12,
126,"Deimos - Opteron dual core 2.6 GHz, Infiniband,                 Linux Networx                Technische Universitaet DresdenGermany",2576,10.88,13.39,
127,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                Semiconductor Company (O)United Kingdom",1392,10.86,16.7,
