Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
1,"BlueGene/L - eServer Blue Gene Solution,                 IBM                DOE/NNSA/LLNLUnited States",131072,280.6,367.0,1433
2,"BGW - eServer Blue Gene Solution,                 IBM                IBM Thomas J. Watson Research CenterUnited States",40960,91.29,114.69,448
3,"ASC Purple - eServer pSeries p5 575 1.9 GHz,                 IBM                DOE/NNSA/LLNLUnited States",10240,63.39,77.82,1671
4,"Columbia - SGI Altix 1.5 GHz, Voltaire Infiniband,                 HPE                NASA/Ames Research Center/NASUnited States",10160,51.87,60.96,
5,"Thunderbird - PowerEdge 1850, 3.6 GHz, Infiniband,                 DELL EMC                Sandia National LaboratoriesUnited States",8000,38.27,57.6,
6,"Red Storm Cray XT3, 2.0 GHz,                 Cray/HPE                Sandia National LaboratoriesUnited States",10880,36.19,43.52,
7,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35.86,40.96,3200
8,"MareNostrum - JS20 Cluster, PPC 970, 2.2 GHz, Myrinet,                 IBM                Barcelona Supercomputing CenterSpain",4800,27.91,42.14,
9,"Stella - eServer Blue Gene Solution,                 IBM                ASTRON/University GroningenNetherlands",12288,27.45,34.41,134
10,"Jaguar - Cray XT3, 2.4 GHz,                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",5200,20.53,24.96,
11,"Thunder - Intel Itanium2 Tiger4  1.4GHz - Quadrics,                 California Digital Corporation                Lawrence Livermore National LaboratoryUnited States",4096,19.94,22.94,
12,"Blue Protein - eServer Blue Gene Solution,                 IBM                Computational Biology Research Center, AISTJapan",8192,18.2,22.94,89
13,"eServer Blue Gene Solution,                 IBM                Ecole Polytechnique Federale de LausanneSwitzerland",8192,18.2,22.94,89
14,"Sapphire - Cray XT3, 2.6 GHz,                 Cray/HPE                ERDC DSRCUnited States",4096,16.98,21.3,
15,"MACH5 - Apple XServe, 2.0 GHz, Myrinet,                 Self-made                COLSAUnited States",3072,16.18,24.58,
16,"Cray X1E (4GB),                 Cray/HPE                Korea Meteorological AdministrationSouth Korea",1020,15.71,18.44,
17,"Cray X1E (2GB),                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",1014,14.96,18.33,
18,"ASCI Q - AlphaServer SC45, 1.25 GHz,                 HPE                Los Alamos National LaboratoryUnited States",8192,13.88,20.48,
19,"eServer pSeries p5 575 1.9 GHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",2048,13.09,15.56,334
20,"System X - 1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,                 Self-made                Virginia TechUnited States",2200,12.25,20.24,
21,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Air Force Research LaboratoryUnited States",2048,11.81,13.11,
22,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink,                 HPE                Japan Atomic Energy Research InstituteJapan",2048,11.81,13.11,
