Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
301,"Cluster Platform 3000 BL460c G1, Xeon L5410 2.33 GHz, GigE,                 HPE                Financial Institution (D)Germany",5280,26.2,49.21,
302,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service ProviderUnited States",4080,26.19,48.96,
303,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband,                 HPE                Merlion Trade GmbHAustria",2720,25.91,32.64,
304,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband,                 HPE                Merlion Trade GmbHAustria",2720,25.91,32.64,
305,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Logistic Services (E)United States",4016,25.78,48.19,
306,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband,                 IBM                ClassifiedUnited Kingdom",2632,25.75,28.0,124
307,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband,                 IBM                Northwestern UniversityUnited States",3120,25.68,28.29,86
308,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, GigE,                 HPE                Financial Institution (U)United Kingdom",4096,25.67,48.01,
309,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",4000,25.53,48.0,
310,"Intel-ORTO-HPC2A - Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Intel Corporation ORTO HPCUnited States",4000,25.53,48.0,
311,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service ProviderUnited States",3976,25.53,47.71,
312,"Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE,                 HPE                KaiserUnited States",4784,25.52,47.84,
313,"Tsessebe - SunBlade X6275 and X6250, Xeon X5570 and E5450, Infiniband QDR/DDR,                 Dell/Oracle                Centre for High Performance ComputingSouth Africa",2624,25.44,30.86,
314,"Cluster Platform 3000 BL460c, Xeon E54xx 2.33 GHz, GigEthernet,                 HPE                Financial InstitutionUnited States",5120,25.42,47.72,
315,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                GovernmentUnited States",5120,25.42,47.72,
316,"eServer pSeries p5 575 1.9 GHz,                 IBM                Environment CanadaCanada",4096,25.42,31.13,668
317,"Cluster Platform 3000 BL460c G1, Xeon 5430 2.66 GHz, GigE,                 HPE                Financial InstitutionUnited States",4472,25.41,47.58,
318,"Cluster Platform 4000 BL465c G5, Opteron QC 2.9 GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",4096,25.41,47.51,
319,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Logistic Services (E)United States",3920,25.17,47.04,
320,"Cluster Platform 3000 BL460c G1, Xeon E5440 2.83 GHz, Infiniband,                 HPE                IT Services Provider (C)Sweden",2796,25.12,31.65,
321,"SGI Altix ICE 8200EX, Xeon quad core 2.80 GHz,                 HPE                Irish Centre for High-End ComputingIreland",2560,25.11,28.67,122
322,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, Infiniband,                 HPE                Kurchatov Institute MoscowRussia",3456,25.08,32.21,167
323,"Cluster Platform 3000 BL460c, Xeon E54xx 2.83 GHz, GigEthernet,                 HPE                Financial InstitutionUnited Kingdom",4128,24.99,46.73,
