Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
401,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet,                 HPE                Mobile Network ProviderUnited States",19968,254.22,415.33,
402,"Leó NIIFI-Debrecen - Cluster Platform SL250s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR, NVIDIA K20x/K40,                 HPE                National Information Infrastructure DevelopmentHungary",4890,253.6,363.84,122
403,"Sango - Supermicro SBI-7228R-T2F, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P,                 Supermicro                Okinawa Institute of Science and TechnologyJapan",10512,252.7,405.7,78
404,"Lonestar 4 - Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR,                 DELL EMC                Texas Advanced Computing Center/Univ. of TexasUnited States",22656,251.8,301.78,
405,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet,                 HPE                IT Service Provider (D)United States",16872,251.78,350.94,
406,"Camphor - Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect,                 Cray/HPE                Kyoto UniversityJapan",30080,251.7,300.8,
407,"Grifo04 - Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050,                 Itautec                Petróleo Brasileiro S.ABrazil",17408,251.5,563.36,366
408,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR,                 HPE                IT Provider (P)United States",14192,250.62,295.19,
409,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR,                 HPE                IT Provider (P)United States",14192,250.62,295.19,
410,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet,                 HPE                IT Service ProviderUnited States",17440,250.47,390.66,
411,"IBM NeXtScale nx360M5, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 IBM/Lenovo                Technische Universitaet DarmstadtGermany",9312,249.99,372.48,
412,"Cluster Platform 3000 BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR,                 HPE                Manufacturing CompanyFrance",13152,249.35,284.08,
413,"Cluster Platform DL360p Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet,                 HPE                Software CompanyUnited States",20400,248.89,408.0,
414,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 HPE                Manufacturing CompanyUnited States",7296,247.19,291.84,
415,"Sugon TC5000, Opteron 6344 12C 2.6GHz, Gigabit Ethernet,                 Sugon                Telecom CompanyChina",43200,246.6,449.28,250
416,"CASE-2 - SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR,                 HPE                T-SystemsGermany",13440,245.88,258.05,237
417,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet,                 HPE                Logistic ServicesUnited States",27156,244.18,499.67,
418,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 HPE                Manufacturing CompanyUnited States",7200,243.94,288.0,
419,"Sugon Cluster TC4600H/W580I, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR, NVIDIA Tesla K40,                 Sugon                Dalian University of TechnologyChina",6400,243.9,317.82,165
420,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",10240,243.9,306.39,556
421,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband,                 HPE                AirbusFrance",24192,243.9,296.11,
422,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet,                 HPE                Software Company (M)United States",29920,242.86,502.66,
423,"DLJD - Dell PowerEdge T630, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K20m,                 DELL EMC                Beijing B2C Internet ServiceChina",5440,241.3,428.93,96
424,"bwForCluster MLS&WISO Production - MEGWARE MiriQuid, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR,                 MEGWARE                University Heidelberg and University MannheimGermany",7552,241.11,290.0,140
425,"Cooley - Cray CS300-AC, Xeon E5-2620v3 6C 2.4GHz, Infiniband FDR, Nvidia K80,                 Cray/HPE                DOE/SC/Argonne National LaboratoryUnited States",4788,240.4,293.72,94
426,"Rackable C2112-4G3 Cluster, Opteron 12 Core 2.10 GHz, Infiniband QDR,                 HPE                Calcul Canada/Calcul Québec/Université de SherbrookeCanada",37728,240.3,316.92,
427,"Amazon EC2 Cluster Compute Instances - Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet,                 Self-made                Amazon Web ServicesUnited States",17024,240.09,354.1,
428,"Wilkes - Dell T620 Cluster, Intel Xeon E5-2630v2 6C 2.600GHz, Infiniband FDR, NVIDIA K20,                 DELL EMC                University of CambridgeUnited Kingdom",4864,239.9,332.66,
429,"Cluster Platform SL230s/SL250s, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet,                 HPE                RetailUnited States",17600,239.43,352.0,
430,"Cluster Platform SL241n, Xeon E3-1280v3 4C 3.6GHz, Gigabit Ethernet,                 HPE                IT Service ProviderUnited States",16200,238.23,466.56,
431,"Moonlight - Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090,                 Cray/HPE                Los Alamos National LaboratoryUnited States",14208,238.2,492.19,227
432,"Cluster Platform SL2500, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR,                 HPE                Automotive Company ()United Kingdom",12288,237.81,265.42,
433,"Jade - SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband,                 HPE                Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)France",23040,237.8,267.88,1064
434,"Euler 2 - Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR,                 HPE                ETH ZuerichSwitzerland",17664,237.4,381.54,
435,"Loren - Relion 2800GT Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR14, NVIDIA Tesla K20x,                 Penguin Computing, Inc.                University of Wyoming - Advanced Research Computing CenterUnited States",4560,236.5,341.52,
436,"Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR,                 HPE                Geoscience (P)United States",12800,235.97,286.72,
437,"Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR,                 HPE                Petroleum CompanyUnited Kingdom",14000,235.97,313.6,
438,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet,                 HPE                Web-Service ProviderHong Kong",25920,234.25,476.93,
439,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR,                 HPE                Manufacturing CompanyUnited States",13264,234.23,275.89,
440,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 HPE                Procter and GambleUnited States",7680,233.99,307.2,
