Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
1,"Sequoia - BlueGene/Q, Power BQC 16C 1.60 GHz, Custom,                 IBM                DOE/NNSA/LLNLUnited States",1572864,16324.75,20132.66,7890
2,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect,                 Fujitsu                RIKEN Advanced Institute for Computational Science (AICS)Japan",705024,10510.0,11280.38,12660
3,"Mira - BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                DOE/SC/Argonne National LaboratoryUnited States",786432,8162.38,10066.33,3945
4,"SuperMUC - iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR,                 IBM/Lenovo                Leibniz RechenzentrumGermany",147456,2897.0,3185.05,3423
5,"Tianhe-1A - NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050,                 NUDT                National Supercomputing Center in TianjinChina",186368,2566.0,4701.0,4040
6,"Jaguar - Cray XK6, Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA 2090,                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",298592,1941.0,2627.61,5142
7,"Fermi - BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                CINECAItaly",163840,1725.49,2097.15,822
8,"JUQUEEN - BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                Forschungszentrum Juelich (FZJ)Germany",131072,1380.39,1677.72,658
9,"Curie thin nodes - Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR,                 Atos                CEA/TGCC-GENCIFrance",77184,1359.0,1667.17,2132
10,"Nebulae - Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050,                 Sugon                National Supercomputing Centre in Shenzhen (NSCS)China",120640,1271.0,2984.3,2580
11,"Pleiades - SGI Altix ICE X/8200EX/8400EX, Xeon 54xx 3.0/5570/5670/E5-2670 2.93/2.6/3.06/3.0 Ghz, Infiniband QDR/FDR,                 HPE                NASA/Ames Research Center/NASUnited States",125980,1243.0,1731.84,3987
12,"Helios - Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR,                 Atos                International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaborationJapan",70560,1237.0,1524.1,2200
13,"Blue Joule - BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                Science and Technology Facilities Council - Daresbury LaboratoryUnited Kingdom",114688,1207.84,1468.01,575
14,"TSUBAME 2.0 - HP ProLiant SL390s G7 Xeon 6C X5670, Nvidia GPU, Linux/Windows,                 NEC/HPE                GSIC Center, Tokyo Institute of TechnologyJapan",73278,1192.0,2287.63,1399
15,"Cielo - Cray XE6, Opteron 6136 8C 2.40GHz, Custom,                 Cray/HPE                DOE/NNSA/LANL/SNLUnited States",142272,1110.0,1365.81,3980
16,"Hopper - Cray XE6, Opteron 6172 12C 2.10GHz, Custom,                 Cray/HPE                DOE/SC/LBNL/NERSCUnited States",153408,1054.0,1288.63,2910
17,"Tera-100 - Bull bullx super-node S6010/S6030,                 Atos                Commissariat a l'Energie Atomique (CEA)France",138368,1050.0,1254.55,4590
18,"Oakleaf-FX - PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect,                 Fujitsu                Information Technology Center, The University of TokyoJapan",76800,1043.0,1135.41,1177
19,"Roadrunner - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband,                 IBM                DOE/NNSA/LANLUnited States",122400,1042.0,1375.78,2345
20,"DiRAC - BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                University of EdinburghUnited Kingdom",98304,1035.3,1258.29,493
21,"Kraken XT5 - Cray XT5-HE Opteron Six Core 2.6 GHz,                 Cray/HPE                National Institute for Computational Sciences/University of TennesseeUnited States",112800,919.1,1173.0,3090
22,"Lomonosov - T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR,                 T-Platforms                Moscow State University - Research Computing CenterRussia",78660,901.9,1700.21,2800
23,"DARPA Trial Subset - Power 775, POWER7 8C 3.836GHz, Custom,                 IBM                IBM Development EngineeringUnited States",39680,886.4,1217.7,2429
24,"HERMIT - Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect,                 Cray/HPE                HWW/Universitaet StuttgartGermany",113472,831.4,1043.94,
25,"JUGENE - Blue Gene/P Solution,                 IBM                Forschungszentrum Juelich (FZJ)Germany",294912,825.5,1002.7,2268
26,"Sunway Blue Light - Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR,                 National Research Center of Parallel Computer Engineering & Technology                National Supercomputing Center in JinanChina",137200,795.9,1070.16,1074
