Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
401,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
402,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
403,"VP2600/10,                 Fujitsu                Taisei ConstructionJapan",1,4.0,5.0,
404,"S600/20,                 Fujitsu/SNI                Universitaet Aachen/RWTHGermany",1,4.0,5.0,
405,"S600/20,                 Fujitsu/SNI                Universitaet KarlsruheGermany",1,4.0,5.0,
406,"Y-MP J932/22-4096,                 Cray/HPE                Lawrence Livermore National LaboratoryUnited States",22,4.0,4.4,
407,"SPP1200/XA-32,                 HPE                CILEAItaly",32,3.96,7.68,
408,"SPP1200/XA-32,                 HPE                CyfronetPoland",32,3.96,7.68,
409,"SPP1200/XA-32,                 HPE                GovernmentUnited States",32,3.96,7.68,
410,"SPP1200/XA-32,                 HPE                Kansas State UniversityUnited States",32,3.96,7.68,
411,"SPP1200/XA-32,                 HPE                University of KentuckyUnited States",32,3.96,7.68,
412,"POWER CHALLENGEarray,                 HPE                Cornell Theory CenterUnited States",16,3.92,5.76,
413,"POWER CHALLENGEarray,                 HPE                University of Minnesota/Supercomputing InstituteUnited States",16,3.92,5.76,
414,"POWER CHALLENGEarray,                 HPE                University of UtahUnited States",16,3.92,5.76,
415,"AlphaServer 8400 5/300,                 HPE                AltaVistaUnited States",10,3.9,6.0,
416,"AlphaServer 8400 5/300,                 HPE                AltaVistaUnited States",10,3.9,6.0,
417,"AlphaServer 8400 5/300,                 HPE                Defense Research EstablishmentCanada",10,3.9,6.0,
418,"AlphaServer 8400 5/300,                 HPE                GenentechUnited States",10,3.9,6.0,
419,"AlphaServer 8400 5/300,                 HPE                Holiday Inns InternationalUnited States",10,3.9,6.0,
420,"SP2/21,                 IBM                Burlington NorthernUnited States",21,3.88,5.59,
421,"SP2/21,                 IBM                First Data ResourcesUnited States",21,3.88,5.59,
422,"GC PowerPlus/96,                 Parsytec                Technische Universitaet MagdeburgGermany",96,3.87,7.68,
423,"SX-4B/2,                 NEC                Engineering Lab.Japan",2,3.87,3.6,
424,"SX-4B/2,                 NEC                Technical Engineering MolecularJapan",2,3.87,3.6,
425,"CM-5/64,                 Thinking Machines Corporation                AMOCOUnited States",64,3.8,8.19,
426,"CM-5/64,                 Thinking Machines Corporation                ATRJapan",64,3.8,8.19,
427,"CM-5/64,                 Thinking Machines Corporation                Japan Adv. Inst. of Science and Technology (JAIST)Japan",64,3.8,8.19,
428,"CM-5/64,                 Thinking Machines Corporation                Oregon State UniversityUnited States",64,3.8,8.19,
429,"CM-5/64,                 Thinking Machines Corporation                Real World Computing (RWCP)Japan",64,3.8,8.19,
430,"CM-5/64,                 Thinking Machines Corporation                University of WisconsinUnited States",64,3.8,8.19,
431,"POWER CHALLENGE,                 HPE                Audi AGGermany",14,3.77,5.04,
432,"POWER CHALLENGE,                 HPE                Australian National UniversityAustralia",14,3.77,5.04,
433,"POWER CHALLENGE,                 HPE                BMW AGGermany",14,3.77,5.04,
434,"POWER CHALLENGE,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",14,3.77,5.04,
435,"POWER CHALLENGE,                 HPE                New South Wales Center for Par. Comp.Australia",14,3.77,5.04,
436,"POWER CHALLENGE,                 HPE                South Australian Center for Par. Comp.Australia",14,3.77,5.04,
437,"AlphaServer Cluster 300,                 HPE                Uppsala UniversitySweden",12,3.75,7.2,
438,"SP2/20,                 IBM                Academia SinicaTaiwan",20,3.7,5.32,
439,"SP2/20,                 IBM                Deluxe CheckUnited States",20,3.7,5.32,
440,"SP2/20,                 IBM                Gold Star LGSouth Korea",20,3.7,5.32,
441,"SP2/20,                 IBM                RevlonUnited States",20,3.7,5.32,
442,"SP2 77 MHz wide,                 IBM                Hoechst AGGermany",16,3.7,4.93,
443,"SP2 77 MHz wide,                 IBM                Universitaet KarlsruheGermany",16,3.7,4.93,
444,"POWER CHALLENGE,                 HPE                Advanced GeophysicalUnited States",16,3.7,4.8,
445,"POWER CHALLENGE,                 HPE                Armstrong LabsUnited States",16,3.7,4.8,
446,"POWER CHALLENGE,                 HPE                Cornell Theory CenterUnited States",16,3.7,4.8,
