Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
201,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, Infiniband,                 IBM                TurboinstituteSlovenia",4096,36.75,49.15,162
202,"Atlas - Appro Xtreme Server - Quad Opteron Dual Core 2.4GHz Infiniband,                 Cray/HPE                Lawrence Livermore National LaboratoryUnited States",9216,36.62,44.24,
203,"Cluster Platform 3000 BL460c G1, Xeon L5410 2.33 GHz, GigE,                 HPE                Financial InstitutionSpain",7392,36.39,68.89,
204,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, GigE,                 HPE                IT Service ProviderUnited Kingdom",5840,36.37,68.44,
205,"Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE,                 HPE                IT Service Provider (C)United States",6816,36.08,68.16,
206,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, GigE,                 HPE                Entertainment CompanyUnited States",5632,35.94,67.58,
207,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE,                 HPE                Logistic Services (E)United States",6368,35.93,67.76,
208,"Gladiator - Dell Poweredge R610, Xeon X5550 2.66 Ghz, 10G Ethernet,                 DELL EMC                HHMI - Janelia Farm Research CampusUnited States",4000,35.81,42.56,320
209,"Cluster Platform 3000 BL460c G6, Xeon E5520 2.26 GHz, GigE,                 HPE                DatacenterUnited States",7488,35.74,67.69,
210,"Cluster Platform 3000 BL2x220, X56xx 2.8 Ghz, Infiniband QDR,                 HPE                CILEAItaly",4032,35.67,45.16,
211,"Cluster Platform 3000 BL460c G6, Xeon E5560 2.8 GHz, GigE,                 HPE                IT Service ProviderUnited States",5992,35.64,67.11,
212,"Cluster Platform 3000 BL460c, Xeon E54xx 2.83 GHz, GigEthernet,                 HPE                Financial Institution (M)United States",5904,35.5,66.83,
213,"Vienna Scientific Cluster - Sun Blade x2270, Xeon X5550 2.66 Ghz, Infiniband QDR,                 Oracle                Technische Universitaet WienAustria",3650,35.48,38.84,178
214,"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband,                 IBM                GeoscienceUnited States",4136,35.42,44.11,166
215,"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband,                 IBM                GeoscienceUnited States",4136,35.42,44.11,166
216,"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband,                 IBM                GeoscienceUnited States",4136,35.42,44.11,166
217,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet,                 IBM                Network CompanyChina",6120,35.33,61.93,193
218,"Cluster Platform 3000 BL2x220, L54xx 2.33 Ghz, GigE,                 HPE                Web Content Provider (W)United States",7168,35.32,66.81,
