Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
201,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet,                 IBM                Banking (M)United States",2880,14.21,26.88,231
202,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet,                 IBM                Banking (M)United States",2880,14.21,26.88,231
203,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet,                 IBM                Banking (M)United States",2880,14.21,26.88,231
204,"BladeCenter LS21, Opteron Dual Core 2.2 GHz, GigEthernet, Windows,                 IBM                Financial Institution (Q)France",6400,14.18,28.16,416
205,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2400,14.17,25.54,
206,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband,                 IBM                LockheedUnited States",1952,14.08,18.22,78
207,"Roadrunner 1 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband,                 IBM                DOE/NNSA/LANLUnited States",4608,14.07,20.28,518
208,"Roadrunner 2 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband,                 IBM                DOE/NNSA/LANLUnited States",4608,14.07,20.28,518
209,"Roadrunner 3 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband,                 IBM                DOE/NNSA/LANLUnited States",4608,14.07,20.28,518
210,"Finis Terrae - Integrity rx5670 Itanium2 Cluster,                 HPE                Centro de Supercomp. de GaliciaSpain",2528,14.01,16.18,
211,"BladeCenter JS20 Cluster, PPC 970, 2.2 GHz, Myrinet,                 IBM                CeSViMa - BSCSpain",2408,14.0,21.19,
212,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (U)United Kingdom",2768,13.9,25.8,
213,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Financial InstitutionSweden",2044,13.89,24.53,227
214,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2184,13.87,24.72,
215,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2184,13.87,24.72,
216,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",2760,13.87,25.72,
217,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2324,13.79,24.73,
218,"Intimidata - eServer Blue Gene Solution,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",6144,13.78,17.2,67
219,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",2016,13.73,24.19,224
220,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, GigE,                 HPE                WETA DigitalNew Zealand",2496,13.71,24.96,
221,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, GigE,                 HPE                WETA DigitalNew Zealand",2496,13.71,24.96,
222,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, GigE,                 HPE                WETA DigitalNew Zealand",2496,13.71,24.96,
223,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, GigE,                 HPE                WETA DigitalNew Zealand",2496,13.71,24.96,
224,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Semiconductor CompanyTaiwan",2000,13.68,24.0,
225,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",2008,13.68,24.1,223
226,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet,                 HPE                OmnitureUnited States",2304,13.68,24.58,
227,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet,                 HPE                Telecommunication CompanyItaly",2304,13.68,24.58,
228,"SGI Altix ICE 8200, Xeon quad core 2.83 GHz,                 HPE                RoshydrometRussia",1416,13.68,16.03,
229,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
230,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
231,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
232,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
233,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
234,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
235,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
236,"Cluster Platform 3000 BL460c, Xeon 52xx 3 GHz, GigEthernet,                 HPE                Financial InstitutionJapan",1992,13.64,23.9,
237,"Cluster Platform 3000 BL460c, Xeon 54xx 2 GHz, GigEthernet,                 HPE                Cerner Corp.United States",3152,13.53,25.22,
238,"SGI Altix ICE 8200, Xeon quad core 2.83 GHz,                 HPE                University of ArizonaUnited States",1392,13.48,15.76,67
239,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Logistic Services (E)United States",2664,13.48,24.83,
240,"LQCD AMD 7N Cluster - KOI Quad Core Opteron 1.9GHz, Infiniband,                 Koi Computers                Jefferson LabUnited States",3040,13.46,23.1,
241,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet,                 HPE                Computacenter (UK) LTDUnited Kingdom",5200,13.42,24.96,
242,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (D)Germany",2640,13.38,24.6,
243,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (D)Germany",2640,13.38,24.6,
244,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet,                 HPE                Hewlett PackardUnited Kingdom",3328,13.28,24.76,
245,"Cluster Platform 3000 BL680c, Xeon 73xx 1.86 Ghz, GigabitEth,                 HPE                Telecommunication CompanyFrance",3312,13.22,24.64,
