Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
1,"BlueGene/L - eServer Blue Gene Solution,                 IBM                DOE/NNSA/LLNLUnited States",131072,280.6,367.0,1433
2,"Red Storm - Sandia/ Cray Red Storm, Opteron 2.4 GHz dual core,                 Cray/HPE                NNSA/Sandia National LaboratoriesUnited States",26544,101.4,127.41,
3,"BGW - eServer Blue Gene Solution,                 IBM                IBM Thomas J. Watson Research CenterUnited States",40960,91.29,114.69,448
4,"ASC Purple - eServer pSeries p5 575 1.9 GHz,                 IBM                DOE/NNSA/LLNLUnited States",12208,75.76,92.78,1992
5,"MareNostrum - BladeCenter JS21 Cluster, PPC 970, 2.3 GHz, Myrinet,                 IBM                Barcelona Supercomputing CenterSpain",10240,62.63,94.21,
6,"Thunderbird - PowerEdge 1850, 3.6 GHz, Infiniband,                 DELL EMC                NNSA/Sandia National LaboratoriesUnited States",9024,53.0,64.97,
7,"Tera-10 - NovaScale 5160, Itanium2 1.6 GHz, Quadrics,                 Atos                Commissariat a l'Energie Atomique (CEA)France",9968,52.84,63.8,
8,"Columbia - SGI Altix 1.5 GHz, Voltaire Infiniband,                 HPE                NASA/Ames Research Center/NASUnited States",10160,51.87,60.96,
9,"TSUBAME Grid Cluster - Sun Fire x4600 Cluster, Opteron 2.4/2.6 GHz and ClearSpeed Accelerator, Infiniband,                 NEC/Sun                GSIC Center, Tokyo Institute of TechnologyJapan",11088,47.38,82.12,
10,"Jaguar - Cray XT3, 2.6 GHz dual Core,                 Cray/HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",10424,43.48,54.2,
11,"Jaws - PowerEdge 1955, 3.0 GHz, Infiniband,                 DELL EMC                Maui High-Performance Computing Center (MHPCC)United States",5200,42.39,62.4,
12,"Lonestar - PowerEdge 1955, 2.66 GHz, Infiniband,                 DELL EMC                Texas Advanced Computing Center/Univ. of TexasUnited States",5200,41.46,55.47,
13,"JUBL - eServer Blue Gene Solution,                 IBM                Forschungszentrum Juelich (FZJ)Germany",16384,37.33,45.88,179
14,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35.86,40.96,3200
